year,state,D_pv,R_pv,D_pv2p,R_pv2p,D_pv_lag1,R_pv_lag1,D_pv2p_lag1,R_pv2p_lag1,D_pv_lag2,R_pv_lag2,D_pv2p_lag2,R_pv2p_lag2,margin,winner
1960,Nevada,51.16205357,48.83794643,51.16205357,48.83794643,42.03166855,57.96833145,42.03166855,57.96833145,38.55456868,61.44543132,38.55456868,61.44543132,2.3241071399999953,D
1960,New Hampshire,46.58220658,53.41779342,46.58220658,53.41779342,33.84495532,66.11347071,33.85903186,66.14096814,39.07785309,60.92214691,39.07785309,60.92214691,-6.835586840000005,R
1960,New Jersey,49.9588729,49.16225856,50.40183881,49.59816119,34.22826924,64.68358242,34.60482102,65.39517898,41.98715962,56.81266052,42.49720249,57.50279751,0.803677620000002,D
1960,New Mexico,50.15219844,49.41483155,50.37028667,49.62971333,41.78303915,57.8073927,41.95487295,58.04512705,44.28225374,55.39210756,44.426925,55.573075,0.7405733399999974,D
1960,New York,52.53111371,47.26898447,52.6363347,47.3636653,38.77962358,61.18898076,38.79180252,61.20819748,43.55353586,55.45288101,43.99061923,56.00938077,5.272669399999998,D
1960,North Carolina,52.1086459,47.8913541,52.1086459,47.8913541,50.66352549,49.33647451,50.66352549,49.33647451,53.91011718,46.08988282,53.91011718,46.08988282,4.217291799999998,D
1960,North Dakota,44.52198211,55.42127134,44.54726114,55.45273886,38.08875118,61.72108461,38.16132035,61.83867965,28.39183051,70.97106176,28.57387689,71.42612311,-10.905477719999993,R
1960,Ohio,46.71585462,53.28414538,46.71585462,53.28414538,38.88579019,61.11420981,38.88579019,61.11420981,43.24430292,56.75569708,43.24430292,56.75569708,-6.5682907599999965,R
1960,Oklahoma,40.98001439,59.01998561,40.98001439,59.01998561,44.86891255,55.13108745,44.86891255,55.13108745,45.4105654,54.5894346,45.4105654,54.5894346,-18.039971219999998,R
1960,Oregon,47.31994627,52.55653827,47.378466,52.621534,44.75330922,55.24669078,44.75330922,55.24669078,38.92892546,60.54378118,39.13528321,60.86471679,-5.243067999999994,R
1960,Pennsylvania,51.05884482,48.7353644,51.1641359,48.8358641,43.30312905,56.48968219,43.39303454,56.60696546,46.85185602,52.73532739,47.04607,52.95393,2.328271799999996,D
1960,Rhode Island,63.62755373,36.37219969,63.62771062,36.37228938,41.74030149,58.25918253,41.74051686,58.25948314,49.0455925,50.88926846,49.07756115,50.92243885,27.255421240000004,D
1960,South Carolina,51.23743173,48.76230967,51.23756423,48.76243577,45.36916592,25.18439167,64.3045758,35.6954242,50.72151891,49.27848109,50.72151891,49.27848109,2.4751284599999934,D
1960,South Dakota,41.78643792,58.21356208,41.78643792,58.21356208,41.61479903,58.38520097,41.61479903,58.38520097,30.72756496,69.27243504,30.72756496,69.27243504,-16.427124160000005,R
1960,Tennessee,45.77454478,52.91702162,46.3814148,53.6185852,48.59538601,49.21077619,49.68540316,50.31459684,49.71245405,49.98549106,49.86306789,50.13693211,-7.237170399999997,R
1960,Texas,50.5203186,48.51879032,51.0104737,48.9895263,43.97536237,55.25922441,44.31455181,55.68544819,46.68849768,53.12652641,46.7750202,53.2249798,2.020947399999997,D
1960,Utah,45.16785025,54.80546237,45.17990758,54.82009242,35.43885388,64.56114612,35.43885388,64.56114612,41.0749073,58.9250927,41.0749073,58.9250927,-9.640184840000003,R
1960,Vermont,41.34852143,58.64729507,41.35025132,58.64974868,27.81380329,72.16070285,27.82089591,72.17910409,28.23381546,71.45034092,28.32327271,71.67672729,-17.299497360000004,R
1960,Virginia,46.96707106,52.43651881,47.24886809,52.75113191,38.36224064,55.36836405,40.92819071,59.07180929,43.3567483,56.32454344,43.49537164,56.50462836,-5.502263819999996,R
1960,Washington,48.26929087,50.68356889,48.78008678,51.21991322,45.44330513,53.90876097,45.73966795,54.26033205,44.69406225,54.33052086,45.13430993,54.86569007,-2.4398264400000045,R
1960,West Virginia,52.7328741,47.2671259,52.7328741,47.2671259,45.92197451,54.07802549,45.92197451,54.07802549,51.9236493,48.0763507,51.9236493,48.0763507,5.465748199999993,D
1960,Wisconsin,48.04890688,51.77169157,48.13526229,51.86473771,37.84237674,61.58066967,38.06197668,61.93802332,38.70764043,60.95323417,38.83935455,61.16064545,-3.72947542,R
1960,Wyoming,44.98515435,55.01484565,44.98515435,55.01484565,39.92201536,60.07798464,39.92201536,60.07798464,37.08597999,62.70512414,37.16361325,62.83638675,-10.029691299999996,R
1964,Alabama,0,69.45102832,0,100,56.38941101,42.1598553,57.21951377,42.78048623,56.52251792,39.38527304,58.9342298,41.0657702,-100,R
1964,Alaska,65.90790824,34.09209176,65.90790824,34.09209176,49.05862217,50.94137783,49.05862217,50.94137783,NA,NA,NA,NA,31.815816479999995,D
1964,Arizona,49.45254488,50.44719928,49.5021737,50.4978263,44.36260794,55.51969806,44.41488159,55.58511841,38.90093151,60.99464802,38.94159451,61.05840549,-0.9956525999999997,R
1964,Arkansas,56.06395849,43.40697969,56.3621491,43.6378509,50.18541034,43.0581388,53.82185771,46.17814229,52.45737532,45.81894474,53.3774314,46.6225686,12.724298200000007,D
1964,California,59.11195414,40.79451529,59.16729365,40.83270635,49.55137708,50.09886918,49.72529316,50.27470684,44.27328631,55.38732848,44.42405498,55.57594502,18.334587299999995,D
1964,Colorado,61.26545395,38.19463929,61.59802586,38.40197414,44.90740867,54.63418477,45.11421519,54.88578481,39.81410823,59.49245484,40.09212181,59.90787819,23.19605172,D
1964,Connecticut,67.80600011,32.08625135,67.87913889,32.12086111,53.72999706,46.26877633,53.73065613,46.26934387,36.260978,63.72067126,36.26763338,63.73236662,35.75827777999999,D
1964,Delaware,60.94973177,38.78303199,61.11304798,38.88695202,50.63477779,48.99915092,50.82081822,49.17918178,44.62154752,55.09191631,44.7497718,55.2502282,22.226095959999995,D
1964,District of Columbia,85.49776683,14.50223317,85.49776683,14.50223317,NA,NA,NA,NA,NA,NA,NA,NA,70.99553366,D
1964,Florida,51.14854237,48.85145763,51.14854237,48.85145763,48.48540581,51.51459419,48.48540581,51.51459419,42.72927007,57.27072993,42.72927007,57.27072993,2.2970847400000025,D
1964,Georgia,45.86504771,54.11783706,45.87289897,54.12710103,62.54020937,37.42720042,62.560598,37.439402,66.4818834,32.65388557,67.06144925,32.93855075,-8.254202059999997,R
1964,Hawaii,78.7611388,21.2388612,78.7611388,21.2388612,50.03113072,49.96886928,50.03113072,49.96886928,NA,NA,NA,NA,57.522277599999995,D
1964,Idaho,50.91682423,49.08317577,50.91682423,49.08317577,46.21501082,53.78498918,46.21501082,53.78498918,38.78104979,61.16693347,38.80123293,61.19876707,1.8336484600000063,D
1964,Illinois,59.4711367,40.52754495,59.47192075,40.52807925,49.98195446,49.79576068,50.0933043,49.9066957,40.28858692,59.52087021,40.3655005,59.6344995,18.943841500000005,D
1964,Indiana,55.97842041,43.56068973,56.23761387,43.76238613,44.59941181,55.0314701,44.76464621,55.23535379,39.69944399,59.90108411,39.85866817,60.14133183,12.475227739999994,D
1964,Iowa,61.8831461,37.91753585,62.00673672,37.99326328,43.22190908,56.71026291,43.25124554,56.74875446,40.65062646,59.06433364,40.76682818,59.23317182,24.01347344,D
1964,Kansas,54.08875849,45.06102686,54.55257246,45.44742754,39.1045676,60.44992329,39.27956162,60.72043838,34.20714511,65.44099058,34.32793285,65.67206715,9.10514492,D
1964,Kentucky,64.01451097,35.65387796,64.22749646,35.77250354,46.40930507,53.59069493,46.40930507,53.59069493,45.21263422,54.29771163,45.43510912,54.56489088,28.454992919999995,D
1964,Louisiana,43.18543155,56.81456845,43.18543155,56.81456845,50.42004429,28.59049055,63.81433108,36.18566892,39.50763023,53.28316687,42.57709974,57.42290026,-13.629136900000006,R
1964,Maine,68.79579037,31.13705698,68.84201961,31.15798039,42.95177738,57.04680006,42.9523884,57.0476116,29.13456125,70.86543875,29.13456125,70.86543875,37.684039219999995,D
1964,Maryland,65.46709815,34.5284234,65.4700302,34.5299698,53.61335444,46.38636129,53.61350685,46.38649315,39.96488447,60.03511553,39.96488447,60.03511553,30.940060399999993,D
1964,Massachusetts,76.18660541,23.44453552,76.46866702,23.53133298,60.22215203,39.55286133,60.35794935,39.64205065,40.37417831,59.32269281,40.49693622,59.50306378,52.937334039999996,D
1964,Michigan,66.70455702,33.09766595,66.83674475,33.16325525,50.85050256,48.83606477,51.01038578,48.98961422,44.1458246,55.62943683,44.24526077,55.75473923,33.673489499999995,D
1964,Minnesota,63.75948721,36.00113737,63.91247797,36.08752203,50.58301938,49.15502887,50.71587049,49.28412951,46.08378327,53.67905344,46.19333691,53.80666309,27.824955939999995,D
1964,Mississippi,12.8604459,87.1395541,12.8604459,87.1395541,36.34223315,24.67074263,59.56476092,40.43523908,58.23033742,24.4550653,70.423963,29.576037,-74.2791082,R
1964,Missouri,64.04958746,35.95041254,64.04958746,35.95041254,50.25795819,49.74204181,50.25795819,49.74204181,50.10870028,49.89129972,50.10870028,49.89129972,28.099174919999996,D
1964,Montana,58.94813156,40.56735145,59.23513586,40.76486414,48.59553496,51.09932668,48.74427244,51.25572756,42.86520314,57.13479686,42.86520314,57.13479686,18.47027172,D
1964,Nebraska,52.6071892,47.3928108,52.6071892,47.3928108,37.92919531,62.07080469,37.92919531,62.07080469,34.48557275,65.51442725,34.48557275,65.51442725,5.214378400000001,D
1964,Nevada,58.58173414,41.41826586,58.58173414,41.41826586,51.16205357,48.83794643,51.16205357,48.83794643,42.03166855,57.96833145,42.03166855,57.96833145,17.163468280000004,D
1964,New Hampshire,63.89047981,36.10952019,63.89047981,36.10952019,46.58220658,53.41779342,46.58220658,53.41779342,33.84495532,66.11347071,33.85903186,66.14096814,27.780959620000004,D
1964,New Jersey,65.60667002,33.85742438,65.96015418,34.03984582,49.9588729,49.16225856,50.40183881,49.59816119,34.22826924,64.68358242,34.60482102,65.39517898,31.920308360000007,D
1964,New Mexico,59.22103689,40.24174717,59.54090009,40.45909991,50.15219844,49.41483155,50.37028667,49.62971333,41.78303915,57.8073927,41.95487295,58.04512705,19.081800180000002,D
1964,New York,68.56189947,31.30832129,68.65099421,31.34900579,52.53111371,47.26898447,52.6363347,47.3636653,38.77962358,61.18898076,38.79180252,61.20819748,37.301988419999994,D
1964,North Carolina,56.15077513,43.84922487,56.15077513,43.84922487,52.1086459,47.8913541,52.1086459,47.8913541,50.66352549,49.33647451,50.66352549,49.33647451,12.301550259999999,D
1964,North Dakota,57.96841197,41.87755671,58.05783923,41.94216077,44.52198211,55.42127134,44.54726114,55.45273886,38.08875118,61.72108461,38.16132035,61.83867965,16.115678459999998,D
1964,Ohio,62.94299904,37.05700096,62.94299904,37.05700096,46.71585462,53.28414538,46.71585462,53.28414538,38.88579019,61.11420981,38.88579019,61.11420981,25.885998079999993,D
1964,Oklahoma,55.74633324,44.25366676,55.74633324,44.25366676,40.98001439,59.01998561,40.98001439,59.01998561,44.86891255,55.13108745,44.86891255,55.13108745,11.492666479999997,D
1964,Oregon,63.71789573,35.9630169,63.92186232,36.07813768,47.31994627,52.55653827,47.378466,52.621534,44.75330922,55.24669078,44.75330922,55.24669078,27.843724640000005,D
1964,Pennsylvania,64.92131984,34.70380638,65.16560862,34.83439138,51.05884482,48.7353644,51.1641359,48.8358641,43.30312905,56.48968219,43.39303454,56.60696546,30.33121724,D
1964,Rhode Island,80.86907927,19.12758818,80.87177436,19.12822564,63.62755373,36.37219969,63.62771062,36.37228938,41.74030149,58.25918253,41.74051686,58.25948314,61.74354872000001,D
1964,South Carolina,41.10481824,58.89365724,41.1054449,58.8945551,51.23743173,48.76230967,51.23756423,48.76243577,45.36916592,25.18439167,64.3045758,35.6954242,-17.789110199999996,R
1964,South Dakota,55.61241548,44.38758452,55.61241548,44.38758452,41.78643792,58.21356208,41.78643792,58.21356208,41.61479903,58.38520097,41.61479903,58.38520097,11.224830960000006,D
1964,Tennessee,55.50498013,44.4920477,55.50662988,44.49337012,45.77454478,52.91702162,46.3814148,53.6185852,48.59538601,49.21077619,49.68540316,50.31459684,11.013259759999997,D
1964,Texas,63.31574674,36.49162425,63.43794662,36.56205338,50.5203186,48.51879032,51.0104737,48.9895263,43.97536237,55.25922441,44.31455181,55.68544819,26.875893239999996,D
1964,Utah,54.86448003,45.13551997,54.86448003,45.13551997,45.16785025,54.80546237,45.17990758,54.82009242,35.43885388,64.56114612,35.43885388,64.56114612,9.728960060000006,D
1964,Vermont,66.29938255,33.68835421,66.307514,33.692486,41.34852143,58.64729507,41.35025132,58.64974868,27.81380329,72.16070285,27.82089591,72.17910409,32.615027999999995,D
1964,Virginia,53.54079137,46.18144871,53.68992045,46.31007955,46.96707106,52.43651881,47.24886809,52.75113191,38.36224064,55.36836405,40.92819071,59.07180929,7.379840900000005,D
1964,Washington,61.96633284,37.3734661,62.37815408,37.62184592,48.26929087,50.68356889,48.78008678,51.21991322,45.44330513,53.90876097,45.73966795,54.26033205,24.756308160000003,D
1964,West Virginia,67.93684662,32.06315338,67.93684662,32.06315338,52.7328741,47.2671259,52.7328741,47.2671259,45.92197451,54.07802549,45.92197451,54.07802549,35.873693239999994,D
1964,Wisconsin,62.08858534,37.74023756,62.19504902,37.80495098,48.04890688,51.77169157,48.13526229,51.86473771,37.84237674,61.58066967,38.06197668,61.93802332,24.390098039999998,D
1964,Wyoming,56.55847978,43.44152022,56.55847978,43.44152022,44.98515435,55.01484565,44.98515435,55.01484565,39.92201536,60.07798464,39.92201536,60.07798464,13.116959559999998,D
1968,Alabama,18.72328956,13.99377284,57.22790551,42.77209449,0,69.45102832,0,100,56.38941101,42.1598553,57.21951377,42.78048623,14.455811019999999,D
1968,Alaska,42.64587222,45.28210995,48.50091082,51.49908918,65.90790824,34.09209176,65.90790824,34.09209176,49.05862217,50.94137783,49.05862217,50.94137783,-2.998178359999997,R
1968,Arizona,35.0177436,54.77537089,38.99825037,61.00174963,49.45254488,50.44719928,49.5021737,50.4978263,44.36260794,55.51969806,44.41488159,55.58511841,-22.003499259999998,R
1968,Arkansas,30.33202644,31.01461638,49.44366154,50.55633846,56.06395849,43.40697969,56.3621491,43.6378509,50.18541034,43.0581388,53.82185771,46.17814229,-1.1126769199999984,R
1968,California,44.73942049,47.81938078,48.33621425,51.66378575,59.11195414,40.79451529,59.16729365,40.83270635,49.55137708,50.09886918,49.72529316,50.27470684,-3.327571500000005,R
1968,Colorado,41.31834482,50.46172394,45.01886453,54.98113547,61.26545395,38.19463929,61.59802586,38.40197414,44.90740867,54.63418477,45.11421519,54.88578481,-9.962270939999996,R
1968,Connecticut,49.47820148,44.31673449,52.75146357,47.24853643,67.80600011,32.08625135,67.87913889,32.12086111,53.72999706,46.26877633,53.73065613,46.26934387,5.502927139999997,D
1968,Delaware,41.60808333,45.11608596,47.97749424,52.02250576,60.94973177,38.78303199,61.11304798,38.88695202,50.63477779,48.99915092,50.82081822,49.17918178,-4.045011520000003,R
1968,District of Columbia,81.81946089,18.18053911,81.81946089,18.18053911,85.49776683,14.50223317,85.49776683,14.50223317,NA,NA,NA,NA,63.638921780000004,D
1968,Florida,30.93484109,40.53395984,43.28439919,56.71560081,51.14854237,48.85145763,51.14854237,48.85145763,48.48540581,51.51459419,48.48540581,51.51459419,-13.431201619999996,R
1968,Georgia,26.7495077,30.40241037,46.80421691,53.19578309,45.86504771,54.11783706,45.87289897,54.12710103,62.54020937,37.42720042,62.560598,37.439402,-6.391566179999998,R
1968,Hawaii,59.8277862,38.7036551,60.71948752,39.28051248,78.7611388,21.2388612,78.7611388,21.2388612,50.03113072,49.96886928,50.03113072,49.96886928,21.438975040000003,D
1968,Idaho,30.65872664,56.79212042,35.05823863,64.94176137,50.91682423,49.08317577,50.91682423,49.08317577,46.21501082,53.78498918,46.21501082,53.78498918,-29.883522739999997,R
1968,Illinois,44.15421704,47.07558787,48.39889451,51.60110549,59.4711367,40.52754495,59.47192075,40.52807925,49.98195446,49.79576068,50.0933043,49.9066957,-3.202210980000004,R
1968,Indiana,37.9855029,50.28661276,43.03227878,56.96772122,55.97842041,43.56068973,56.23761387,43.76238613,44.59941181,55.0314701,44.76464621,55.23535379,-13.935442440000003,R
1968,Iowa,40.81568175,53.0087822,43.5021742,56.4978258,61.8831461,37.91753585,62.00673672,37.99326328,43.22190908,56.71026291,43.25124554,56.74875446,-12.995651600000002,R
1968,Kansas,34.7160749,54.84456045,38.7626492,61.2373508,54.08875849,45.06102686,54.55257246,45.44742754,39.1045676,60.44992329,39.27956162,60.72043838,-22.474701600000003,R
1968,Kentucky,37.64974292,43.79335785,46.22827786,53.77172214,64.01451097,35.65387796,64.22749646,35.77250354,46.40930507,53.59069493,46.40930507,53.59069493,-7.543444280000003,R
1968,Louisiana,28.21221924,23.46667274,54.59137794,45.40862206,43.18543155,56.81456845,43.18543155,56.81456845,50.42004429,28.59049055,63.81433108,36.18566892,9.182755880000002,D
1968,Maine,55.30468066,43.0741902,56.21601486,43.78398514,68.79579037,31.13705698,68.84201961,31.15798039,42.95177738,57.04680006,42.9523884,57.0476116,12.432029720000003,D
1968,Maryland,43.58647784,41.94159051,50.96160673,49.03839327,65.46709815,34.5284234,65.4700302,34.5299698,53.61335444,46.38636129,53.61350685,46.38649315,1.9232134599999995,D
1968,Massachusetts,63.00918794,32.88703087,65.70560208,34.29439792,76.18660541,23.44453552,76.46866702,23.53133298,60.22215203,39.55286133,60.35794935,39.64205065,31.411204160000004,D
1968,Michigan,48.18395463,41.45678639,53.75229397,46.24770603,66.70455702,33.09766595,66.83674475,33.16325525,50.85050256,48.83606477,51.01038578,48.98961422,7.504587939999993,D
1968,Minnesota,53.99638655,41.46294326,56.56480792,43.43519208,63.75948721,36.00113737,63.91247797,36.08752203,50.58301938,49.15502887,50.71587049,49.28412951,13.12961584,D
1968,Mississippi,23.01633744,13.52403099,62.98879411,37.01120589,12.8604459,87.1395541,12.8604459,87.1395541,36.34223315,24.67074263,59.56476092,40.43523908,25.97758822,D
1968,Missouri,43.7382219,44.87046712,49.36109808,50.63890192,64.04958746,35.95041254,64.04958746,35.95041254,50.25795819,49.74204181,50.25795819,49.74204181,-1.2778038400000042,R
1968,Montana,41.58722176,50.59510794,45.11409279,54.88590721,58.94813156,40.56735145,59.23513586,40.76486414,48.59553496,51.09932668,48.74427244,51.25572756,-9.771814419999998,R
1968,Nebraska,31.8121788,59.8234892,34.71593485,65.28406515,52.6071892,47.3928108,52.6071892,47.3928108,37.92919531,62.07080469,37.92919531,62.07080469,-30.568130300000007,R
1968,Nevada,39.29372706,47.45749523,45.29472441,54.70527559,58.58173414,41.41826586,58.58173414,41.41826586,51.16205357,48.83794643,51.16205357,48.83794643,-9.410551179999999,R
1968,New Hampshire,43.92513934,52.10343795,45.74173707,54.25826293,63.89047981,36.10952019,63.89047981,36.10952019,46.58220658,53.41779342,46.58220658,53.41779342,-8.516525860000002,R
1968,New Jersey,43.96634202,46.09686669,48.81720588,51.18279412,65.60667002,33.85742438,65.96015418,34.03984582,49.9588729,49.16225856,50.40183881,49.59816119,-2.365588239999994,R
1968,New Mexico,39.74596753,51.84902271,43.3931675,56.6068325,59.22103689,40.24174717,59.54090009,40.45909991,50.15219844,49.41483155,50.37028667,49.62971333,-13.213665000000006,R
1968,New York,49.75607012,44.29900976,52.90099183,47.09900817,68.56189947,31.30832129,68.65099421,31.34900579,52.53111371,47.26898447,52.6363347,47.3636653,5.801983660000005,D
1968,North Carolina,29.23559348,39.50833169,42.52825745,57.47174255,56.15077513,43.84922487,56.15077513,43.84922487,52.1086459,47.8913541,52.1086459,47.8913541,-14.943485100000004,R
1968,North Dakota,38.23149724,55.9415367,40.59707503,59.40292497,57.96841197,41.87755671,58.05783923,41.94216077,44.52198211,55.42127134,44.54726114,55.45273886,-18.80584994,R
1968,Ohio,42.94736619,45.2310757,48.70506358,51.29493642,62.94299904,37.05700096,62.94299904,37.05700096,46.71585462,53.28414538,46.71585462,53.28414538,-2.589872839999998,R
1968,Oklahoma,31.98626636,47.68356226,40.14853165,59.85146835,55.74633324,44.25366676,55.74633324,44.25366676,40.98001439,59.01998561,40.98001439,59.01998561,-19.702936699999995,R
1968,Oregon,43.78432985,49.83187372,46.77003359,53.22996641,63.71789573,35.9630169,63.92186232,36.07813768,47.31994627,52.55653827,47.378466,52.621534,-6.459932820000006,R
1968,Pennsylvania,47.58717908,44.01955969,51.94724724,48.05275276,64.92131984,34.70380638,65.16560862,34.83439138,51.05884482,48.7353644,51.1641359,48.8358641,3.894494480000006,D
1968,Rhode Island,64.03064935,31.78155844,66.82932251,33.17067749,80.86907927,19.12758818,80.87177436,19.12822564,63.62755373,36.37219969,63.62771062,36.37228938,33.658645019999994,D
1968,South Carolina,29.60889499,38.091282820000004,43.73532825,56.26467175,41.10481824,58.89365724,41.1054449,58.8945551,51.23743173,48.76230967,51.23756423,48.76243577,-12.529343499999996,R
1968,South Dakota,41.96164458,53.27414813,44.06079204,55.93920796,55.61241548,44.38758452,55.61241548,44.38758452,41.78643792,58.21356208,41.78643792,58.21356208,-11.878415919999995,R
1968,Tennessee,28.12976277,37.8492364,42.63441872,57.36558128,55.50498013,44.4920477,55.50662988,44.49337012,45.77454478,52.91702162,46.3814148,53.6185852,-14.731162560000001,R
1968,Texas,41.13793374,39.87275468,50.78087169,49.21912831,63.31574674,36.49162425,63.43794662,36.56205338,50.5203186,48.51879032,51.0104737,48.9895263,1.5617433799999958,D
1968,Utah,37.07450635,56.49457602,39.62260333,60.37739667,54.86448003,45.13551997,54.86448003,45.13551997,45.16785025,54.80546237,45.17990758,54.82009242,-20.754793340000006,R
1968,Vermont,43.52742187,52.75086119,45.21001049,54.78998951,66.29938255,33.68835421,66.307514,33.692486,41.34852143,58.64729507,41.35025132,58.64974868,-9.579979019999996,R
1968,Virginia,32.49283322,43.35827413,42.83765176,57.16234824,53.54079137,46.18144871,53.68992045,46.31007955,46.96707106,52.43651881,47.24886809,52.75113191,-14.32469648,R
1968,Washington,47.23192318,45.12141172,51.14262872,48.85737128,61.96633284,37.3734661,62.37815408,37.62184592,48.26929087,50.68356889,48.78008678,51.21991322,2.285257439999995,D
1968,West Virginia,49.60063961,40.77864668,54.88053917,45.11946083,67.93684662,32.06315338,67.93684662,32.06315338,52.7328741,47.2671259,52.7328741,47.2671259,9.761078339999997,D
1968,Wisconsin,44.26764282,47.88523817,48.03717729,51.96282271,62.08858534,37.74023756,62.19504902,37.80495098,48.04890688,51.77169157,48.13526229,51.86473771,-3.925645419999995,R
1968,Wyoming,35.51196887,55.75802838,38.9086994,61.0913006,56.55847978,43.44152022,56.55847978,43.44152022,44.98515435,55.01484565,44.98515435,55.01484565,-22.182601199999993,R
1972,Alabama,25.53670486,72.42879137,26.06703976,73.93296024,18.72328956,13.99377284,57.22790551,42.77209449,0,69.45102832,0,100,-47.86592048,R
1972,Alaska,34.62229177,58.12810468,37.3284569,62.6715431,42.64587222,45.28210995,48.50091082,51.49908918,65.90790824,34.09209176,65.90790824,34.09209176,-25.343086200000002,R
1972,Arizona,30.3807928,61.63870208,33.01560484,66.98439516,35.0177436,54.77537089,38.99825037,61.00174963,49.45254488,50.44719928,49.5021737,50.4978263,-33.968790320000004,R
1972,Arkansas,30.7101191,68.82420877,30.85379663,69.14620337,30.33202644,31.01461638,49.44366154,50.55633846,56.06395849,43.40697969,56.3621491,43.6378509,-38.29240673999999,R
1972,California,41.53805357,54.99727409,43.02886267,56.97113733,44.73942049,47.81938078,48.33621425,51.66378575,59.11195414,40.79451529,59.16729365,40.83270635,-13.942274659999995,R
1972,Colorado,34.59330485,62.60604015,35.59005963,64.40994037,41.31834482,50.46172394,45.01886453,54.98113547,61.26545395,38.19463929,61.59802586,38.40197414,-28.819880740000002,R
1972,Connecticut,40.12910711,58.56941927,40.65826368,59.34173632,49.47820148,44.31673449,52.75146357,47.24853643,67.80600011,32.08625135,67.87913889,32.12086111,-18.683472640000005,R
1972,Delaware,39.18332512,59.59552642,39.66772696,60.33227304,41.60808333,45.11608596,47.97749424,52.02250576,60.94973177,38.78303199,61.11304798,38.88695202,-20.664546079999994,R
1972,District of Columbia,78.09706219,21.55536926,78.36944975,21.63055025,81.81946089,18.18053911,81.81946089,18.18053911,85.49776683,14.50223317,85.49776683,14.50223317,56.7388995,D
1972,Florida,27.79861904,71.91465279,27.87855471,72.12144529,30.93484109,40.53395984,43.28439919,56.71560081,51.14854237,48.85145763,51.14854237,48.85145763,-44.242890579999994,R
1972,Georgia,24.64554824,75.03549625,24.7244081,75.2755919,26.7495077,30.40241037,46.80421691,53.19578309,45.86504771,54.11783706,45.87289897,54.12710103,-50.55118379999999,R
1972,Hawaii,37.52081221,62.47918779,37.52081221,62.47918779,59.8277862,38.7036551,60.71948752,39.28051248,78.7611388,21.2388612,78.7611388,21.2388612,-24.958375579999995,R
1972,Idaho,26.04106592,64.23888214,28.84479498,71.15520502,30.65872664,56.79212042,35.05823863,64.94176137,50.91682423,49.08317577,50.91682423,49.08317577,-42.310410039999994,R
1972,Illinois,40.51188634,59.03111765,40.697874,59.302126,44.15421704,47.07558787,48.39889451,51.60110549,59.4711367,40.52754495,59.47192075,40.52807925,-18.604252000000002,R
1972,Indiana,33.33607775,66.10843701,33.52228912,66.47771088,37.9855029,50.28661276,43.03227878,56.96772122,55.97842041,43.56068973,56.23761387,43.76238613,-32.95542176,R
1972,Iowa,40.47542139,57.60515978,41.2675179,58.7324821,40.81568175,53.0087822,43.5021742,56.4978258,61.8831461,37.91753585,62.00673672,37.99326328,-17.464964199999997,R
1972,Kansas,29.50425447,67.65804856,30.36594806,69.63405194,34.7160749,54.84456045,38.7626492,61.2373508,54.08875849,45.06102686,54.55257246,45.44742754,-39.268103880000005,R
1972,Kentucky,34.76902554,63.36736615,35.42928871,64.57071129,37.64974292,43.79335785,46.22827786,53.77172214,64.01451097,35.65387796,64.22749646,35.77250354,-29.141422580000004,R
1972,Louisiana,28.35421321,65.32171935,30.26840773,69.73159227,28.21221924,23.46667274,54.59137794,45.40862206,43.18543155,56.81456845,43.18543155,56.81456845,-39.46318453999999,R
1972,Maine,38.48434231,61.46077729,38.50547427,61.49452573,55.30468066,43.0741902,56.21601486,43.78398514,68.79579037,31.13705698,68.84201961,31.15798039,-22.98905146,R
1972,Maryland,37.35976635,61.2570283,37.88377678,62.11622322,43.58647784,41.94159051,50.96160673,49.03839327,65.46709815,34.5284234,65.4700302,34.5299698,-24.232446440000004,R
1972,Massachusetts,54.19569896,45.22929481,54.50912985,45.49087015,63.00918794,32.88703087,65.70560208,34.29439792,76.18660541,23.44453552,76.46866702,23.53133298,9.018259700000002,D
1972,Michigan,41.81372795,56.20453683,42.65911873,57.34088127,48.18395463,41.45678639,53.75229397,46.24770603,66.70455702,33.09766595,66.83674475,33.16325525,-14.681762539999994,R
1972,Minnesota,46.06810086,51.57568791,47.17975556,52.82024444,53.99638655,41.46294326,56.56480792,43.43519208,63.75948721,36.00113737,63.91247797,36.08752203,-5.640488880000007,R
1972,Mississippi,19.62682073,78.19720325,20.0633954,79.9366046,23.01633744,13.52403099,62.98879411,37.01120589,12.8604459,87.1395541,12.8604459,87.1395541,-59.87320919999999,R
1972,Missouri,37.70566488,62.29433512,37.70566488,62.29433512,43.7382219,44.87046712,49.36109808,50.63890192,64.04958746,35.95041254,64.04958746,35.95041254,-24.58867024,R
1972,Montana,37.84504554,57.92640498,39.51599912,60.48400088,41.58722176,50.59510794,45.11409279,54.88590721,58.94813156,40.56735145,59.23513586,40.76486414,-20.968001760000007,R
1972,Nebraska,29.49752641,70.50247359,29.49752641,70.50247359,31.8121788,59.8234892,34.71593485,65.28406515,52.6071892,47.3928108,52.6071892,47.3928108,-41.004947179999995,R
1972,Nevada,36.31922362,63.68077638,36.31922362,63.68077638,39.29372706,47.45749523,45.29472441,54.70527559,58.58173414,41.41826586,58.58173414,41.41826586,-27.361552759999995,R
