,Cycle,Office,Abbreviation,Rating,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent,ThirdVotesTotalPercent,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdStatus,OtherVotes,PluralityVotes,ElectoralVotes,Dateline,State,RaceNotes,Raw,Incumbent.Party
119,2012,President,CT,Solid D,D,41.23,58.77,0.81,"634,892","Romney, W. Mitt",Challenger,"905,083","Obama, Barack H.",Incumbent,Libertarian,"12,580",Challenger,"6,405","270,191",7,10-30-2012,Connecticut,,,
120,2012,President,DE,Solid D,D,40.55,59.45,0.94,"165,484","Romney, W. Mitt",Challenger,"242,584","Obama, Barack H.",Incumbent,Libertarian,"3,882",Challenger,"1,971","77,100",3,10-30-2012,Delaware,,,
121,2012,President,DC,Solid D,D,7.41,92.59,0.71,"21,381","Romney, W. Mitt",Challenger,"267,070","Obama, Barack H.",Incumbent,Libertarian,"2,083",Challenger,"3,230","245,689",3,10-30-2012,District of Columbia,,,
122,2012,President,FL,Toss Up,D,49.56,50.44,0.53,"4,163,447","Romney, W. Mitt",Challenger,"4,237,756","Obama, Barack H.",Incumbent,Libertarian,"44,726",Challenger,"28,250","74,309",29,10-30-2012,Florida,,,
123,2012,President,GA,Likely R,R,53.96,46.04,1.16,"2,078,688","Romney, W. Mitt",Challenger,"1,773,827","Obama, Barack H.",Incumbent,Libertarian,"45,324",Challenger,"2,211","304,861",16,10-30-2012,Georgia,,,
124,2012,President,HI,Solid D,D,28.3,71.7,0.88,"121,015","Romney, W. Mitt",Challenger,"306,658","Obama, Barack H.",Incumbent,Libertarian,"3,840",Challenger,"3,184","185,643",4,10-30-2012,Hawaii,,,
125,2012,President,ID,Solid R,R,66.42,33.58,1.45,"420,911","Romney, W. Mitt",Challenger,"212,787","Obama, Barack H.",Incumbent,Libertarian,"9,453",Challenger,"9,195","208,124",4,10-30-2012,Idaho,,,
126,2012,President,IL,Solid D,D,41.42,58.58,1.07,"2,135,216","Romney, W. Mitt",Challenger,"3,019,512","Obama, Barack H.",Incumbent,Libertarian,"56,229",Challenger,"31,057","884,296",20,10-30-2012,Illinois,,,
127,2012,President,IN,Likely R,R,55.2,44.8,1.91,"1,420,543","Romney, W. Mitt",Challenger,"1,152,887","Obama, Barack H.",Incumbent,Libertarian,"50,111",Challenger,993,"267,656",11,10-30-2012,Indiana,,,
128,2012,President,IA,Toss Up,D,47.04,52.96,0.82,"730,617","Romney, W. Mitt",Challenger,"822,544","Obama, Barack H.",Incumbent,Libertarian,"12,926",Challenger,"16,093","91,927",6,10-30-2012,Iowa,,,
129,2012,President,ME,Likely D,D,42.14,57.86,1.31,"292,276","Romney, W. Mitt",Challenger,"401,306","Obama, Barack H.",Incumbent,Libertarian,"9,352",Challenger,"10,246","109,030",2,10-30-2012,Maine,,,
130,2012,President,MD,Solid D,D,36.68,63.32,1.12,"971,869","Romney, W. Mitt",Challenger,"1,677,844","Obama, Barack H.",Incumbent,Libertarian,"30,195",Challenger,"27,419","705,975",10,10-30-2012,Maryland,,,
131,2012,President,MA,Solid D,D,38.21,61.79,0.98,"1,188,314","Romney, W. Mitt",Challenger,"1,921,290","Obama, Barack H.",Incumbent,Libertarian,"30,920",Challenger,"27,243","732,976",11,10-30-2012,Massachusetts,,,
132,2012,President,MS,Solid R,R,55.8,44.2,0.52,"710,746","Romney, W. Mitt",Challenger,"562,949","Obama, Barack H.",Incumbent,Libertarian,"6,676",Challenger,"5,213","147,797",6,10-30-2012,Mississippi,,,
133,2012,President,KS,Solid R,R,61.11,38.89,1.76,"692,634","Romney, W. Mitt",Challenger,"440,726","Obama, Barack H.",Incumbent,Libertarian,"20,456",Challenger,"6,155","251,908",6,10-30-2012,Kansas,,,
134,2012,President,KY,Solid R,R,61.54,38.46,0.95,"1,087,190","Romney, W. Mitt",Challenger,"679,370","Obama, Barack H.",Incumbent,Libertarian,"17,063",Challenger,"13,589","407,820",8,10-30-2012,Kentucky,,,
135,2012,President,LA,Solid R,R,58.75,41.25,0.91,"1,152,262","Romney, W. Mitt",Challenger,"809,141","Obama, Barack H.",Incumbent,Libertarian,"18,157",Challenger,"14,505","343,121",8,10-30-2012,Louisiana,,,
136,2012,President,MI,Lean D,D,45.2,54.8,0.16,"2,115,256","Romney, W. Mitt",Challenger,"2,564,569","Obama, Barack H.",Incumbent,Libertarian,"7,774",Challenger,"43,362","449,313",16,10-30-2012,Michigan,,,
137,2012,President,MN,Likely D,D,46.06,53.94,1.2,"1,320,225","Romney, W. Mitt",Challenger,"1,546,167","Obama, Barack H.",Incumbent,Libertarian,"35,098",Challenger,"35,071","225,942",10,10-30-2012,Minnesota,,,
138,2012,President,MO,Likely R,R,54.78,45.22,1.56,"1,482,440","Romney, W. Mitt",Challenger,"1,223,796","Obama, Barack H.",Incumbent,Libertarian,"43,151",Challenger,"7,936","258,644",10,10-30-2012,Missouri,,,
139,2012,President,MT,Solid R,R,57.03,42.97,2.93,"267,928","Romney, W. Mitt",Challenger,"201,839","Obama, Barack H.",Incumbent,Libertarian,"14,165",Challenger,116,"66,089",3,10-30-2012,Montana,,,
140,2012,President,NE,Solid R,R,61.13,38.87,1.4,"475,064","Romney, W. Mitt",Challenger,"302,081","Obama, Barack H.",Incumbent,Libertarian,"11,109",Challenger,"6,125","172,983",2,10-30-2012,Nebraska,,,
141,2012,President,NV,Lean D,D,46.59,53.41,1.08,"463,567","Romney, W. Mitt",Challenger,"531,373","Obama, Barack H.",Incumbent,Libertarian,"10,968",Challenger,"9,010","67,806",6,10-30-2012,Nevada,,,
142,2012,President,NH,Toss Up,D,47.17,52.83,1.16,"329,918","Romney, W. Mitt",Challenger,"369,561","Obama, Barack H.",Incumbent,Libertarian,"8,212",Challenger,"3,281","39,643",4,10-30-2012,New Hampshire,,,
143,2012,President,NJ,Solid D,D,41.01,58.99,0.58,"1,477,568","Romney, W. Mitt",Challenger,"2,125,101","Obama, Barack H.",Incumbent,Libertarian,"21,045",Challenger,"16,578","647,533",14,10-30-2012,New Jersey,,,
144,2012,President,NM,Likely D,D,44.7,55.3,3.55,"335,788","Romney, W. Mitt",Challenger,"415,335","Obama, Barack H.",Incumbent,Libertarian,"27,787",Challenger,"4,847","79,547",5,10-30-2012,New Mexico,,,
145,2012,President,NY,Solid D,D,35.7,64.3,0.67,"2,490,431","Romney, W. Mitt",Challenger,"4,485,741","Obama, Barack H.",Incumbent,Libertarian,"47,256",Challenger,"57,731","1,995,310",29,10-30-2012,New York,,,
146,2012,President,NC,Toss Up,R,51.03,48.97,0.99,"2,270,395","Romney, W. Mitt",Challenger,"2,178,391","Obama, Barack H.",Incumbent,Libertarian,"44,515",Challenger,"12,071","92,004",15,10-30-2012,North Carolina,,,
147,2012,President,ND,Solid R,R,60.12,39.88,1.62,"188,163","Romney, W. Mitt",Challenger,"124,827","Obama, Barack H.",Incumbent,Libertarian,"5,231",Challenger,"4,406","63,336",3,10-30-2012,North Dakota,,,
148,2012,President,OH,Toss Up,D,48.49,51.51,0.89,"2,661,433","Romney, W. Mitt",Challenger,"2,827,710","Obama, Barack H.",Incumbent,Libertarian,"49,493",Challenger,"42,204","166,277",18,10-30-2012,Ohio,,,
149,2012,President,OK,Solid R,R,66.77,33.23,0,"891,325","Romney, W. Mitt",Challenger,"443,547","Obama, Barack H.",Incumbent,Libertarian,N/A,Challenger,N/A,"447,778",7,10-30-2012,Oklahoma,,,
150,2012,President,OR,Solid D,D,43.73,56.27,1.35,"754,175","Romney, W. Mitt",Challenger,"970,488","Obama, Barack H.",Incumbent,Libertarian,"24,089",Challenger,"40,518","216,313",7,10-30-2012,Oregon,,,
151,2012,President,PA,Lean D,D,47.27,52.73,0.87,"2,680,434","Romney, W. Mitt",Challenger,"2,990,274","Obama, Barack H.",Incumbent,Libertarian,"49,991",Challenger,"32,971","309,840",20,10-30-2012,Pennsylvania,,,
152,2012,President,RI,Solid D,D,35.98,64.02,0.98,"157,204","Romney, W. Mitt",Challenger,"279,677","Obama, Barack H.",Incumbent,Libertarian,"4,388",Challenger,"4,780","122,473",4,10-30-2012,Rhode Island,,,
153,2012,President,SC,Solid R,R,55.31,44.69,0.83,"1,071,645","Romney, W. Mitt",Challenger,"865,941","Obama, Barack H.",Incumbent,Libertarian,"16,321",Challenger,"10,211","205,704",9,10-30-2012,South Carolina,,,
154,2012,President,SD,Solid R,R,59.22,40.78,1.59,"210,610","Romney, W. Mitt",Challenger,"145,039","Obama, Barack H.",Incumbent,Libertarian,"5,795",Challenger,"2,371","65,571",3,10-30-2012,South Dakota,,,
155,2012,President,TN,Solid R,R,60.35,39.65,0.76,"1,462,330","Romney, W. Mitt",Challenger,"960,709","Obama, Barack H.",Incumbent,Libertarian,"18,623",Challenger,"16,915","501,621",11,10-30-2012,Tennessee,,,
156,2012,President,TX,Solid R,R,58.01,41.99,1.11,"4,569,843","Romney, W. Mitt",Challenger,"3,308,124","Obama, Barack H.",Incumbent,Libertarian,"88,580",Challenger,"27,304","1,261,719",38,10-30-2012,Texas,,,
157,2012,President,UT,Solid R,R,74.63,25.37,1.24,"740,600","Romney, W. Mitt",Challenger,"251,813","Obama, Barack H.",Incumbent,Libertarian,"12,572",Challenger,"12,455","488,787",6,10-30-2012,Utah,,,
158,2012,President,VT,Solid D,D,31.75,68.25,1.17,"92,698","Romney, W. Mitt",Challenger,"199,239","Obama, Barack H.",Incumbent,Libertarian,"3,487",Challenger,"3,866","106,541",3,10-30-2012,Vermont,,,
159,2012,President,VA,Toss Up,D,48.03,51.97,0.81,"1,822,522","Romney, W. Mitt",Challenger,"1,971,820","Obama, Barack H.",Incumbent,Libertarian,"31,216",Challenger,"28,931","149,298",13,10-30-2012,Virginia,,,
160,2012,President,WA,Solid D,D,42.37,57.63,1.35,"1,290,670","Romney, W. Mitt",Challenger,"1,755,396","Obama, Barack H.",Incumbent,Libertarian,"42,202",Challenger,"37,248","464,726",12,10-30-2012,Washington,,,
161,2012,President,WV,Solid R,R,63.67,36.33,0.94,"417,655","Romney, W. Mitt",Challenger,"238,269","Obama, Barack H.",Incumbent,Libertarian,"6,302",Challenger,"8,212","179,386",5,10-30-2012,West Virginia,,,
162,2012,President,WI,Lean D,D,46.48,53.52,0.67,"1,407,966","Romney, W. Mitt",Challenger,"1,620,985","Obama, Barack H.",Incumbent,Libertarian,"20,439",Challenger,"18,990","213,019",10,10-30-2012,Wisconsin,,,
163,2012,President,WY,Solid R,R,71.16,28.84,2.14,"170,962","Romney, W. Mitt",Challenger,"69,286","Obama, Barack H.",Incumbent,Libertarian,"5,326",Challenger,"3,487","101,676",3,10-30-2012,Wyoming,,,
164,2012,President,ME-01,Solid D,D,39.06,60.94,NA,"142,937","Romney, W. Mitt",Challenger,"223,035","Obama, Barack H.",Incumbent,,,,,"223,035",1,10-30-2012,ME-01,,,
165,2012,President,ME-02,Likely D,D,45.6,54.4,NA,"149,215","Romney, W. Mitt",Challenger,"177,998","Obama, Barack H.",Incumbent,,,,,"177,998",1,10-30-2012,ME-02,,,
166,2012,President,NE-01,Solid R,R,58.45,41.55,NA,"152,021","Romney, W. Mitt",Challenger,"108,082","Obama, Barack H.",Incumbent,,,,,"152,021",1,10-30-2012,NE-01,,,
167,2012,President,NE-02,Likely R,R,53.63,46.37,NA,"140,976","Romney, W. Mitt",Challenger,"121,889","Obama, Barack H.",Incumbent,,,,,"140,976",1,10-30-2012,NE-02,,,
168,2012,President,NE-03,Solid R,R,71.63,28.37,NA,"182,067","Romney, W. Mitt",Challenger,"72,110","Obama, Barack H.",Incumbent,,,,,"182,067",1,10-30-2012,NE-03,,,
169,2008,President,AL,Solid R,R,60.89,39.11,0,"1,266,546","McCain, John S. III",Challenger,"813,479","Obama, Barack H.",Challenger,N/A,N/A,N/A,"19,794","453,067",9,10-31-2008,Alabama,,,
170,2008,President,AK,Solid R,R,61.06,38.94,0,"193,841","McCain, John S. III",Challenger,"123,594","Obama, Barack H.",Challenger,N/A,N/A,N/A,"8,762","70,247",3,10-31-2008,Alaska,,,
171,2008,President,AZ,Lean R,R,54.31,45.69,0,"1,230,111","McCain, John S. III",Challenger,"1,034,707","Obama, Barack H.",Challenger,N/A,N/A,N/A,"28,657","195,404",10,10-31-2008,Arizona,,,
172,2008,President,AR,Solid R,R,60.17,39.83,0,"638,017","McCain, John S. III",Challenger,"422,310","Obama, Barack H.",Challenger,N/A,N/A,N/A,"26,290","215,707",6,10-31-2008,Arkansas,,,
173,2008,President,CA,Solid D,D,37.72,62.28,0,"5,011,781","McCain, John S. III",Challenger,"8,274,473","Obama, Barack H.",Challenger,N/A,N/A,N/A,"275,646","3,262,692",55,10-31-2008,California,,,
174,2008,President,CO,Lean D,D,45.45,54.55,0,"1,073,629","McCain, John S. III",Challenger,"1,288,633","Obama, Barack H.",Challenger,N/A,N/A,N/A,"39,200","215,004",9,10-31-2008,Colorado,,,
175,2008,President,CT,Solid D,D,38.68,61.32,0,"629,428","McCain, John S. III",Challenger,"997,772","Obama, Barack H.",Challenger,N/A,N/A,N/A,"19,592","368,344",7,10-31-2008,Connecticut,,,
176,2008,President,DE,Solid D,D,37.36,62.64,0,"152,374","McCain, John S. III",Challenger,"255,459","Obama, Barack H.",Challenger,N/A,N/A,N/A,"4,579","103,085",3,10-31-2008,Delaware,,,
177,2008,President,DC,Solid D,D,6.6,93.4,0,"17,367","McCain, John S. III",Challenger,"245,800","Obama, Barack H.",Challenger,N/A,N/A,N/A,"2,686","228,433",3,10-31-2008,District of Columbia,,,
178,2008,President,FL,Toss Up,D,48.58,51.42,0,"4,045,624","McCain, John S. III",Challenger,"4,282,074","Obama, Barack H.",Challenger,N/A,N/A,N/A,"63,046","236,450",27,10-31-2008,Florida,,,
179,2008,President,GA,Toss Up,R,52.63,47.37,0,"2,048,759","McCain, John S. III",Challenger,"1,844,123","Obama, Barack H.",Challenger,N/A,N/A,N/A,"31,604","204,636",15,10-31-2008,Georgia,,,
180,2008,President,HI,Solid D,D,27.01,72.99,0,"120,566","McCain, John S. III",Challenger,"325,871","Obama, Barack H.",Challenger,N/A,N/A,N/A,"7,131","205,305",4,10-31-2008,Hawaii,,,
181,2008,President,ID,Solid R,R,63.02,36.98,0,"403,012","McCain, John S. III",Challenger,"236,440","Obama, Barack H.",Challenger,N/A,N/A,N/A,"15,670","166,572",4,10-31-2008,Idaho,,,
182,2008,President,IL,Solid D,D,37.27,62.73,0,"2,031,179","McCain, John S. III",Challenger,"3,419,348","Obama, Barack H.",Challenger,N/A,N/A,N/A,"71,844","1,388,169",21,10-31-2008,Illinois,,,
183,2008,President,IN,Toss Up,D,49.48,50.52,0,"1,345,648","McCain, John S. III",Challenger,"1,374,039","Obama, Barack H.",Challenger,N/A,N/A,N/A,"31,367","28,391",11,10-31-2008,Indiana,,,
184,2008,President,IA,Lean D,D,45.15,54.85,0,"682,379","McCain, John S. III",Challenger,"828,940","Obama, Barack H.",Challenger,N/A,N/A,N/A,"25,804","146,561",7,10-31-2008,Iowa,,,
185,2008,President,KS,Solid R,R,57.61,42.39,0,"699,655","McCain, John S. III",Challenger,"514,765","Obama, Barack H.",Challenger,N/A,N/A,N/A,"21,452","184,890",6,10-31-2008,Kansas,,,
186,2008,President,KY,Solid R,R,58.23,41.77,0,"1,048,462","McCain, John S. III",Challenger,"751,985","Obama, Barack H.",Challenger,N/A,N/A,N/A,"26,173","296,477",8,10-31-2008,Kentucky,,,
187,2008,President,LA,Lean R,R,59.46,40.54,0,"1,148,275","McCain, John S. III",Challenger,"782,989","Obama, Barack H.",Challenger,N/A,N/A,N/A,"29,497","365,286",9,10-31-2008,Louisiana,,,
188,2008,President,ME,Solid D,D,41.17,58.83,0,"295,273","McCain, John S. III",Challenger,"421,923","Obama, Barack H.",Challenger,N/A,N/A,N/A,"13,967","126,650",4,10-31-2008,Maine,,,
189,2008,President,MD,Solid D,D,37.07,62.93,0,"959,862","McCain, John S. III",Challenger,"1,629,467","Obama, Barack H.",Challenger,N/A,N/A,N/A,"42,267","669,605",10,10-31-2008,Maryland,,,
190,2008,President,MA,Solid D,D,36.8,63.2,0,"1,108,854","McCain, John S. III",Challenger,"1,904,097","Obama, Barack H.",Challenger,N/A,N/A,N/A,"68,034","795,243",12,10-31-2008,Massachusetts,,,
191,2008,President,MI,Lean D,D,41.63,58.37,0,"2,048,639","McCain, John S. III",Challenger,"2,872,579","Obama, Barack H.",Challenger,N/A,N/A,N/A,"80,548","823,940",17,10-31-2008,Michigan,,,
192,2008,President,MN,Lean D,D,44.77,55.23,0,"1,275,409","McCain, John S. III",Challenger,"1,573,354","Obama, Barack H.",Challenger,N/A,N/A,N/A,"61,606","297,945",10,10-31-2008,Minnesota,,,
193,2008,President,MS,Solid R,R,56.64,43.36,0,"724,597","McCain, John S. III",Challenger,"554,662","Obama, Barack H.",Challenger,N/A,N/A,N/A,"10,606","169,935",6,10-31-2008,Mississippi,,,
194,2008,President,MO,Toss Up,R,50.07,49.93,0,"1,445,814","McCain, John S. III",Challenger,"1,441,911","Obama, Barack H.",Challenger,N/A,N/A,N/A,"37,480","3,903",11,10-31-2008,Missouri,,,
195,2008,President,MT,Toss Up,R,51.17,48.83,0,"242,763","McCain, John S. III",Challenger,"231,667","Obama, Barack H.",Challenger,N/A,N/A,N/A,"15,872","11,096",3,10-31-2008,Montana,,,
196,2008,President,NE,Solid R,R,57.61,42.39,0,"452,979","McCain, John S. III",Challenger,"333,319","Obama, Barack H.",Challenger,N/A,N/A,N/A,"14,983","119,660",5,10-31-2008,Nebraska,,,
197,2008,President,NV,Toss Up,D,43.61,56.39,0,"412,827","McCain, John S. III",Challenger,"533,736","Obama, Barack H.",Challenger,N/A,N/A,N/A,"21,285","120,909",5,10-31-2008,Nevada,,,
198,2008,President,NH,Lean D,D,45.13,54.87,0,"316,534","McCain, John S. III",Challenger,"384,826","Obama, Barack H.",Challenger,N/A,N/A,N/A,"9,610","68,292",4,10-31-2008,New Hampshire,,,
199,2008,President,NJ,Solid D,D,42.14,57.86,0,"1,613,207","McCain, John S. III",Challenger,"2,215,422","Obama, Barack H.",Challenger,N/A,N/A,N/A,"39,608","602,215",15,10-31-2008,New Jersey,,,
200,2008,President,NM,Lean D,D,42.34,57.66,0,"346,832","McCain, John S. III",Challenger,"472,422","Obama, Barack H.",Challenger,N/A,N/A,N/A,"10,904","125,590",5,10-31-2008,New Mexico,,,
201,2008,President,NY,Solid D,D,36.42,63.58,0,"2,752,771","McCain, John S. III",Challenger,"4,804,945","Obama, Barack H.",Challenger,N/A,N/A,N/A,"83,215","2,052,174",31,10-31-2008,New York,,,
202,2008,President,NC,Toss Up,D,49.83,50.17,0,"2,128,474","McCain, John S. III",Challenger,"2,142,651","Obama, Barack H.",Challenger,N/A,N/A,N/A,"39,664","14,177",15,10-31-2008,North Carolina,,,
203,2008,President,ND,Toss Up,R,54.41,45.59,0,"168,601","McCain, John S. III",Challenger,"141,278","Obama, Barack H.",Challenger,N/A,N/A,N/A,"6,742","27,323",3,10-31-2008,North Dakota,,,
204,2008,President,OH,Toss Up,D,47.67,52.33,0,"2,677,820","McCain, John S. III",Challenger,"2,940,044","Obama, Barack H.",Challenger,N/A,N/A,N/A,"90,486","262,224",20,10-31-2008,Ohio,,,
205,2008,President,OK,Solid R,R,65.65,34.35,0,"960,165","McCain, John S. III",Challenger,"502,496","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"457,669",7,10-31-2008,Oklahoma,,,
206,2008,President,OR,Likely D,D,41.59,58.41,0,"738,475","McCain, John S. III",Challenger,"1,037,291","Obama, Barack H.",Challenger,N/A,N/A,N/A,"52,098","298,816",7,10-31-2008,Oregon,,,
207,2008,President,PA,Lean D,D,44.77,55.23,0,"2,655,885","McCain, John S. III",Challenger,"3,276,363","Obama, Barack H.",Challenger,N/A,N/A,N/A,"81,024","620,478",21,10-31-2008,Pennsylvania,,,
208,2008,President,RI,Solid D,D,35.8,64.2,0,"165,391","McCain, John S. III",Challenger,"296,571","Obama, Barack H.",Challenger,N/A,N/A,N/A,"9,804","131,180",4,10-31-2008,Rhode Island,,,
209,2008,President,SC,Likely R,R,54.54,45.46,0,"1,034,896","McCain, John S. III",Challenger,"862,449","Obama, Barack H.",Challenger,N/A,N/A,N/A,"23,624","172,447",8,10-31-2008,South Carolina,,,
210,2008,President,SD,Toss Up,R,54.3,45.7,0,"203,054","McCain, John S. III",Challenger,"170,924","Obama, Barack H.",Challenger,N/A,N/A,N/A,"7,997","32,130",3,10-31-2008,South Dakota,,,
211,2008,President,TN,Solid R,R,57.63,42.37,0,"1,479,178","McCain, John S. III",Challenger,"1,087,437","Obama, Barack H.",Challenger,N/A,N/A,N/A,"33,134","391,741",11,10-31-2008,Tennessee,,,
212,2008,President,TX,Solid R,R,55.94,44.06,0,"4,479,328","McCain, John S. III",Challenger,"3,528,633","Obama, Barack H.",Challenger,N/A,N/A,N/A,"69,834","950,695",34,10-31-2008,Texas,,,
213,2008,President,UT,Solid R,R,64.53,35.47,0,"596,030","McCain, John S. III",Challenger,"327,670","Obama, Barack H.",Challenger,N/A,N/A,N/A,"28,670","268,360",5,10-31-2008,Utah,,,
214,2008,President,VT,Solid D,D,31.1,68.9,0,"98,974","McCain, John S. III",Challenger,"219,262","Obama, Barack H.",Challenger,N/A,N/A,N/A,"6,810","120,288",3,10-31-2008,Vermont,,,
215,2008,President,VA,Lean D,D,46.82,53.18,0,"1,725,005","McCain, John S. III",Challenger,"1,959,532","Obama, Barack H.",Challenger,N/A,N/A,N/A,"38,723","234,527",13,10-31-2008,Virginia,,,
216,2008,President,WA,Solid D,D,41.25,58.75,0,"1,229,216","McCain, John S. III",Challenger,"1,750,848","Obama, Barack H.",Challenger,N/A,N/A,N/A,"56,814","521,632",11,10-31-2008,Washington,,,
217,2008,President,WV,Lean R,R,56.67,43.33,0,"397,466","McCain, John S. III",Challenger,"303,857","Obama, Barack H.",Challenger,N/A,N/A,N/A,"12,128","93,609",5,10-31-2008,West Virginia,,,
218,2008,President,WI,Lean D,D,42.94,57.06,0,"1,262,393","McCain, John S. III",Challenger,"1,677,211","Obama, Barack H.",Challenger,N/A,N/A,N/A,"43,813","414,818",10,10-31-2008,Wisconsin,,,
219,2008,President,WY,Solid R,R,66.56,33.44,0,"164,958","McCain, John S. III",Challenger,"82,868","Obama, Barack H.",Challenger,N/A,N/A,N/A,"6,832","82,090",3,10-31-2008,Wyoming,,,
220,2004,President,AL,Solid R,R,62.9,37.1,0,"1,176,394","Bush, George W.",Incumbent,"693,933","Kerry, John F.",Challenger,N/A,N/A,N/A,"13,122","482,461",9,10-29-2004,Alabama,,,
221,2004,President,AK,Solid R,R,63.23,36.77,0,"190,889","Bush, George W.",Incumbent,"111,025","Kerry, John F.",Challenger,N/A,N/A,N/A,"10,684","79,864",3,10-29-2004,Alaska,,,
222,2004,President,AZ,Likely R,R,55.28,44.72,0,"1,104,294","Bush, George W.",Incumbent,"893,524","Kerry, John F.",Challenger,N/A,N/A,N/A,"14,767","210,770",10,10-29-2004,Arizona,,,
223,2004,President,AR,Likely R,R,54.94,45.06,0,"572,898","Bush, George W.",Incumbent,"469,953","Kerry, John F.",Challenger,N/A,N/A,N/A,"12,094","102,945",6,10-29-2004,Arkansas,,,
224,2004,President,CA,Solid D,D,44.96,55.04,0,"5,509,826","Bush, George W.",Incumbent,"6,745,485","Kerry, John F.",Challenger,N/A,N/A,N/A,"166,541","1,235,659",55,10-29-2004,California,,,
225,2004,President,CO,Lean R,R,52.37,47.63,0,"1,101,255","Bush, George W.",Incumbent,"1,001,732","Kerry, John F.",Challenger,N/A,N/A,N/A,"27,343","99,523",9,10-29-2004,Colorado,,,
226,2004,President,CT,Solid D,D,44.73,55.27,0,"693,826","Bush, George W.",Incumbent,"857,488","Kerry, John F.",Challenger,N/A,N/A,N/A,"27,455","163,662",7,10-29-2004,Connecticut,,,
227,2004,President,DE,Likely D,D,46.17,53.83,0,"171,660","Bush, George W.",Incumbent,"200,152","Kerry, John F.",Challenger,N/A,N/A,N/A,"3,378","28,492",3,10-29-2004,Delaware,,,
228,2004,President,DC,Solid D,D,9.48,90.52,0,"21,256","Bush, George W.",Incumbent,"202,970","Kerry, John F.",Challenger,N/A,N/A,N/A,"3,360","181,714",3,10-29-2004,District of Columbia,,,
229,2004,President,FL,Toss Up,R,52.52,47.48,0,"3,964,522","Bush, George W.",Incumbent,"3,583,544","Kerry, John F.",Challenger,N/A,N/A,N/A,"61,744","380,978",27,10-29-2004,Florida,,,
230,2004,President,GA,Solid R,R,58.35,41.65,0,"1,914,254","Bush, George W.",Incumbent,"1,366,149","Kerry, John F.",Challenger,N/A,N/A,N/A,"21,472","548,105",15,10-29-2004,Georgia,,,
231,2004,President,HI,Likely D,D,45.6,54.4,0,"194,191","Bush, George W.",Incumbent,"231,708","Kerry, John F.",Challenger,N/A,N/A,N/A,"3,114","37,517",4,10-29-2004,Hawaii,,,
232,2004,President,ID,Solid R,R,69.32,30.68,0,"409,235","Bush, George W.",Incumbent,"181,098","Kerry, John F.",Challenger,N/A,N/A,N/A,"8,114","228,137",4,10-29-2004,Idaho,,,
233,2004,President,IL,Solid D,D,44.79,55.21,0,"2,345,946","Bush, George W.",Incumbent,"2,891,550","Kerry, John F.",Challenger,N/A,N/A,N/A,"36,826","545,604",21,10-29-2004,Illinois,,,
234,2004,President,IN,Solid R,R,60.42,39.58,0,"1,479,438","Bush, George W.",Incumbent,"969,011","Kerry, John F.",Challenger,N/A,N/A,N/A,"19,553","510,427",11,10-29-2004,Indiana,,,
235,2004,President,IA,Toss Up,R,50.34,49.66,0,"751,957","Bush, George W.",Incumbent,"741,898","Kerry, John F.",Challenger,N/A,N/A,N/A,"13,053","10,059",7,10-29-2004,Iowa,,,
236,2004,President,KS,Solid R,R,62.87,37.13,0,"736,456","Bush, George W.",Incumbent,"434,993","Kerry, John F.",Challenger,N/A,N/A,N/A,"16,307","301,463",6,10-29-2004,Kansas,,,
237,2004,President,KY,Solid R,R,60.01,39.99,0,"1,069,439","Bush, George W.",Incumbent,"712,733","Kerry, John F.",Challenger,N/A,N/A,N/A,"13,710","356,706",8,10-29-2004,Kentucky,,,
238,2004,President,LA,Likely R,R,57.33,42.67,0,"1,102,169","Bush, George W.",Incumbent,"820,299","Kerry, John F.",Challenger,N/A,N/A,N/A,"20,638","281,870",9,10-29-2004,Louisiana,,,
239,2004,President,ME,Lean D,D,45.42,54.58,0,"330,201","Bush, George W.",Incumbent,"396,842","Kerry, John F.",Challenger,N/A,N/A,N/A,"13,709","66,641",4,10-29-2004,Maine,,,
240,2004,President,MD,Solid D,D,43.43,56.57,0,"1,024,703","Bush, George W.",Incumbent,"1,334,493","Kerry, John F.",Challenger,N/A,N/A,N/A,"27,482","309,790",10,10-29-2004,Maryland,,,
241,2004,President,MA,Solid D,D,37.26,62.74,0,"1,071,109","Bush, George W.",Incumbent,"1,803,800","Kerry, John F.",Challenger,N/A,N/A,N/A,"37,479","732,691",12,10-29-2004,Massachusetts,,,
242,2004,President,MI,Lean D,D,48.27,51.73,0,"2,313,746","Bush, George W.",Incumbent,"2,479,183","Kerry, John F.",Challenger,N/A,N/A,N/A,"46,323","165,437",17,10-29-2004,Michigan,,,
243,2004,President,MN,Toss Up,D,48.24,51.76,0,"1,346,695","Bush, George W.",Incumbent,"1,445,014","Kerry, John F.",Challenger,N/A,N/A,N/A,"36,678","98,319",10,10-29-2004,Minnesota,,,
244,2004,President,MS,Solid R,R,59.92,40.08,0,"684,981","Bush, George W.",Incumbent,"458,094","Kerry, John F.",Challenger,N/A,N/A,N/A,"9,070","226,887",6,10-29-2004,Mississippi,,,
